"PheCode","Phenotype","Category","Trait ID","Platform","Trait Description","Hazard Ratio","FDR adjusted P-value"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","svldlc","Nightingale","Cholesterol in small VLDL","1.10 (1.09 1.12)","1.32E-48"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ldltg","Nightingale","Triglycerides in LDL","1.10 (1.08 1.11)","1.19E-45"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","idltg","Nightingale","Triglycerides in IDL","1.10 (1.08 1.11)","6.05E-43"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","faw6","Nightingale","Omega-6 fatty acids","1.09 (1.08 1.11)","9.42E-41"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","pufa","Nightingale","Polyunsaturated fatty acids","1.09 (1.08 1.11)","2.43E-40"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","faw3","Nightingale","Omega-3 fatty acids","1.09 (1.07 1.10)","3.35E-35"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","sldltg","Nightingale","Triglycerides in small LDL","1.08 (1.07 1.10)","1.72E-33"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","svldlfc","Nightingale","Free cholesterol in small VLDL","1.08 (1.07 1.10)","5.67E-33"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","sm","Nightingale","Sphingomyelins","1.08 (1.07 1.10)","1.25E-30"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","svldll","Nightingale","Total lipids in small VLDL","1.08 (1.07 1.09)","3.71E-30"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","svldlpl","Nightingale","Phospholipids in small VLDL","1.08 (1.06 1.09)","2.38E-28"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","vldlc","Nightingale","VLDL cholesterol","1.07 (1.06 1.09)","2.20E-26"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","xsvldltg","Nightingale","Triglycerides in very small VLDL","1.07 (1.06 1.09)","1.60E-24"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","la","Nightingale","Linoleic acid","1.07 (1.06 1.08)","3.42E-22"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","svldlp","Nightingale","Concentration of small VLDL particles","1.07 (1.05 1.08)","7.29E-22"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","totfa","Nightingale","Total fatty acids","1.07 (1.05 1.08)","2.22E-21"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","totcho","Nightingale","Total cholines","1.07 (1.05 1.08)","8.76E-21"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","dha","Nightingale","Docosahexaenoic acid","1.06 (1.05 1.08)","2.27E-18"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","totpg","Nightingale","Phosphoglycerides","1.06 (1.05 1.08)","4.22E-18"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","lhdlce","Nightingale","Cholesteryl esters in large HDL","0.94 (0.93 0.96)","3.59E-17"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","sfa","Nightingale","Saturated fatty acids","1.06 (1.05 1.07)","3.92E-17"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","xxlvldlfc","Nightingale","Free cholesterol in chylomicrons and extremely large VLDL","0.94 (0.93 0.96)","4.57E-17"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","lhdlc","Nightingale","Cholesterol in large HDL","0.94 (0.93 0.96)","2.07E-16"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","xxlvldltg","Nightingale","Triglycerides in chylomicrons and extremely large VLDL","0.95 (0.93 0.96)","3.20E-15"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","xxlvldlpl","Nightingale","Phospholipids in chylomicrons and extremely large VLDL","0.95 (0.94 0.96)","1.75E-14"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","pc","Nightingale","Phosphatidylcholines","1.05 (1.04 1.07)","1.76E-14"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","xxlvldlp","Nightingale","Concentration of chylomicrons and extremely large VLDL particles","0.95 (0.94 0.96)","2.20E-14"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","mhdlc","Nightingale","Cholesterol in medium HDL","0.95 (0.94 0.96)","3.63E-14"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","vldld","Nightingale","Average diameter for VLDL particles","0.95 (0.94 0.96)","8.91E-14"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","xxlvldll","Nightingale","Total lipids in chylomicrons and extremely large VLDL","0.95 (0.94 0.96)","1.65E-13"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","lhdll","Nightingale","Total lipids in large HDL","0.95 (0.94 0.96)","1.75E-13"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","hdlc","Nightingale","HDL cholesterol","0.95 (0.94 0.96)","1.83E-13"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","mvldlce","Nightingale","Cholesteryl esters in medium VLDL","1.05 (1.04 1.07)","3.72E-13"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","lhdlp","Nightingale","Concentration of large HDL particles","0.95 (0.94 0.96)","4.97E-13"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","mhdlce","Nightingale","Cholesteryl esters in medium HDL","0.95 (0.94 0.96)","7.76E-13"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","shdlpl","Nightingale","Phospholipids in small HDL","0.95 (0.94 0.96)","5.06E-12"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","mhdll","Nightingale","Total lipids in medium HDL","0.95 (0.94 0.97)","1.85E-11"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","hdld","Nightingale","Average diameter for HDL particles","0.95 (0.94 0.97)","8.82E-11"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","xlvldltg","Nightingale","Triglycerides in very large VLDL","0.96 (0.94 0.97)","1.35E-10"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","xxlvldlc","Nightingale","Cholesterol in chylomicrons and extremely large VLDL","0.96 (0.94 0.97)","1.90E-10"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","mhdlfc","Nightingale","Free cholesterol in medium HDL","0.96 (0.94 0.97)","4.14E-10"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","xlvldlfc","Nightingale","Free cholesterol in very large VLDL","0.96 (0.94 0.97)","7.36E-10"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","xlvldlp","Nightingale","Concentration of very large VLDL particles","0.96 (0.95 0.97)","1.57E-9"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","shdltg","Nightingale","Triglycerides in small HDL","1.04 (1.03 1.06)","2.24E-9"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","xlvldll","Nightingale","Total lipids in very large VLDL","0.96 (0.95 0.97)","3.67E-9"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","mhdlp","Nightingale","Concentration of medium HDL particles","0.96 (0.95 0.97)","4.63E-9"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","xlvldlc","Nightingale","Cholesterol in very large VLDL","0.96 (0.95 0.97)","5.89E-9"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","xlvldlpl","Nightingale","Phospholipids in very large VLDL","0.96 (0.95 0.97)","8.66E-9"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","lhdlpl","Nightingale","Phospholipids in large HDL","0.96 (0.95 0.97)","1.04E-8"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","xlvldlce","Nightingale","Cholesteryl esters in very large VLDL","0.96 (0.95 0.97)","2.08E-8"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","mufa","Nightingale","Monounsaturated fatty acids","1.04 (1.03 1.05)","5.13E-8"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","lhdlfc","Nightingale","Free cholesterol in large HDL","0.96 (0.95 0.97)","2.47E-7"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ldld","Nightingale","Average diameter for LDL particles","0.96 (0.95 0.97)","3.25E-7"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","mhdlpl","Nightingale","Phospholipids in medium HDL","0.96 (0.95 0.98)","2.54E-6"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","mhdltg","Nightingale","Triglycerides in medium HDL","1.03 (1.02 1.05)","1.66E-5"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","xlhdlpl","Nightingale","Phospholipids in very large HDL","0.97 (0.95 0.98)","1.66E-5"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","svldltg","Nightingale","Triglycerides in small VLDL","1.03 (1.02 1.05)","3.40E-5"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","mvldlc","Nightingale","Cholesterol in medium VLDL","1.03 (1.02 1.05)","3.73E-5"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","shdlfc","Nightingale","Free cholesterol in small HDL","0.97 (0.96 0.98)","7.80E-4"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","xxlvldlce","Nightingale","Cholesteryl esters in chylomicrons and extremely large VLDL","0.97 (0.96 0.99)","1.12E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","hdltg","Nightingale","Triglycerides in HDL","1.02 (1.01 1.04)","8.58E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","mvldlpl","Nightingale","Phospholipids in medium VLDL","1.02 (1.01 1.04)","1.39E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","serumtg","Nightingale","Total triglycerides","1.02 (1.01 1.04)","1.73E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","gp","Nightingale","Glycoprotein acetyls","0.98 (0.97 0.99)","2.99E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000115415","RNAseq","STAT1","1.05 (1.03 1.06)","7.50E-11"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000130164","RNAseq","LDLR","0.96 (0.94 0.97)","3.05E-10"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000168062","RNAseq","BATF2","1.04 (1.03 1.06)","6.38E-9"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000134222","RNAseq","PSRC1","0.96 (0.95 0.97)","7.97E-9"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000182511","RNAseq","FES","0.96 (0.95 0.97)","5.35E-8"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000143126","RNAseq","CELSR2","1.04 (1.03 1.05)","2.24E-7"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000175003","RNAseq","SLC22A1","0.96 (0.95 0.98)","3.38E-7"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000125388","RNAseq","GRK4","1.04 (1.02 1.05)","8.86E-7"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000115486","RNAseq","GGCX","1.04 (1.02 1.05)","1.47E-6"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000038210","RNAseq","PI4K2B","0.96 (0.95 0.98)","2.70E-6"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000143387","RNAseq","CTSK","0.97 (0.95 0.98)","1.05E-5"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000174953","RNAseq","DHX36","0.97 (0.96 0.98)","2.57E-5"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000267512","RNAseq","AC011446.1","1.03 (1.02 1.05)","3.55E-5"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000179820","RNAseq","MYADM","0.97 (0.96 0.98)","5.20E-5"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000007168","RNAseq","PAFAH1B1","0.97 (0.96 0.98)","1.36E-4"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000165801","RNAseq","ARHGEF40","0.97 (0.96 0.98)","2.48E-4"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000104613","RNAseq","INTS10","0.97 (0.96 0.98)","3.08E-4"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000256553","RNAseq","TRAV1-2","1.03 (1.02 1.04)","3.71E-4"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000185697","RNAseq","MYBL1","1.03 (1.02 1.04)","4.49E-4"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000147889","RNAseq","CDKN2A","0.97 (0.96 0.98)","5.74E-4"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000114737","RNAseq","CISH","0.97 (0.96 0.98)","5.79E-4"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000110076","RNAseq","NRXN2","1.03 (1.02 1.04)","6.57E-4"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000276819","RNAseq","TRBV15","0.97 (0.96 0.98)","7.62E-4"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000198353","RNAseq","HOXC4","0.97 (0.96 0.98)","8.58E-4"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000232677","RNAseq","LINC00665","0.97 (0.96 0.98)","9.57E-4"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000152404","RNAseq","CWF19L2","1.03 (1.02 1.04)","1.12E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000225465","RNAseq","RFPL1S","1.03 (1.02 1.04)","1.32E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000198324","RNAseq","PHETA1","0.97 (0.96 0.99)","1.44E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000104897","RNAseq","SF3A2","0.97 (0.96 0.99)","1.72E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000166822","RNAseq","TMEM170A","0.97 (0.96 0.99)","2.04E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000102978","RNAseq","POLR2C","1.03 (1.01 1.04)","2.07E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000065060","RNAseq","UHRF1BP1","1.03 (1.01 1.04)","2.16E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000143452","RNAseq","HORMAD1","0.97 (0.96 0.99)","2.92E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000235652","RNAseq","AL356599.1","1.03 (1.01 1.04)","3.06E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000105323","RNAseq","HNRNPUL1","0.97 (0.96 0.99)","3.09E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000213722","RNAseq","DDAH2","0.97 (0.96 0.99)","3.09E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000167851","RNAseq","CD300A","1.03 (1.01 1.04)","3.16E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000276557","RNAseq","TRBV18","1.03 (1.01 1.04)","3.35E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000066185","RNAseq","ZMYND12","1.03 (1.01 1.04)","3.36E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000146247","RNAseq","PHIP","1.03 (1.01 1.04)","3.43E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000232855","RNAseq","AF165147.1","0.97 (0.96 0.99)","3.43E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000272750","RNAseq","AL592148.3","0.97 (0.96 0.99)","3.67E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000198890","RNAseq","PRMT6","0.97 (0.96 0.99)","3.72E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000196821","RNAseq","ILRUN","1.03 (1.01 1.04)","3.82E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000136381","RNAseq","IREB2","0.97 (0.96 0.99)","4.17E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000140564","RNAseq","FURIN","1.03 (1.01 1.04)","4.23E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000286177","RNAseq","AC011462.5","1.03 (1.01 1.04)","4.39E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000146409","RNAseq","SLC18B1","0.98 (0.96 0.99)","4.41E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000140382","RNAseq","HMG20A","1.03 (1.01 1.04)","4.61E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000143156","RNAseq","NME7","0.98 (0.96 0.99)","4.86E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000130584","RNAseq","ZBTB46","0.98 (0.96 0.99)","5.19E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000228590","RNAseq","AC007381.1","0.98 (0.96 0.99)","5.20E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000113761","RNAseq","ZNF346","1.02 (1.01 1.04)","5.35E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000164116","RNAseq","GUCY1A1","0.98 (0.96 0.99)","5.42E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000154309","RNAseq","DISP1","0.98 (0.96 0.99)","5.81E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000167083","RNAseq","GNGT2","1.03 (1.01 1.04)","5.96E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000244198","RNAseq","ARHGEF35-AS1","1.03 (1.01 1.04)","6.59E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000228649","RNAseq","SNHG26","0.98 (0.96 0.99)","6.59E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000064989","RNAseq","CALCRL","1.03 (1.01 1.04)","6.69E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000249602","RNAseq","AL589765.4","1.03 (1.01 1.04)","6.72E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000143376","RNAseq","SNX27","1.02 (1.01 1.04)","6.77E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000205336","RNAseq","ADGRG1","0.98 (0.96 0.99)","6.81E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000001460","RNAseq","STPG1","0.98 (0.96 0.99)","6.82E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000100320","RNAseq","RBFOX2","0.98 (0.96 0.99)","7.24E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000177374","RNAseq","HIC1","0.98 (0.96 0.99)","7.56E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000258302","RNAseq","AC025034.1","1.02 (1.01 1.04)","7.71E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000198380","RNAseq","GFPT1","1.02 (1.01 1.04)","7.95E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000285572","RNAseq","AL136441.1","1.02 (1.01 1.04)","8.37E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000178913","RNAseq","TAF7","0.98 (0.96 0.99)","9.01E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000143498","RNAseq","TAF1A","1.02 (1.01 1.04)","9.03E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000103811","RNAseq","CTSH","0.98 (0.96 0.99)","9.03E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000177125","RNAseq","ZBTB34","1.02 (1.01 1.04)","9.43E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000102908","RNAseq","NFAT5","1.02 (1.01 1.04)","9.43E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000163508","RNAseq","EOMES","1.02 (1.01 1.04)","9.72E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000272501","RNAseq","AL662844.4","0.98 (0.96 0.99)","9.81E-3"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000107798","RNAseq","LIPA","1.02 (1.01 1.04)","1.04E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000185532","RNAseq","PRKG1","0.98 (0.96 0.99)","1.04E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000113088","RNAseq","GZMK","1.02 (1.01 1.04)","1.08E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000117682","RNAseq","DHDDS","1.02 (1.01 1.04)","1.14E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000153774","RNAseq","CFDP1","0.98 (0.96 0.99)","1.14E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000123836","RNAseq","PFKFB2","1.02 (1.01 1.04)","1.15E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000277452","RNAseq","RN7SL473P","0.98 (0.96 0.99)","1.17E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000172301","RNAseq","COPRS","1.02 (1.01 1.04)","1.17E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000124181","RNAseq","PLCG1","0.98 (0.96 0.99)","1.18E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000101096","RNAseq","NFATC2","1.02 (1.01 1.04)","1.18E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000126821","RNAseq","SGPP1","0.98 (0.96 0.99)","1.38E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000162654","RNAseq","GBP4","1.02 (1.01 1.04)","1.38E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000100299","RNAseq","ARSA","1.02 (1.01 1.04)","1.43E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000197467","RNAseq","COL13A1","1.02 (1.01 1.04)","1.52E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000175445","RNAseq","LPL","0.98 (0.96 0.99)","1.56E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000127603","RNAseq","MACF1","1.02 (1.01 1.04)","1.57E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000101457","RNAseq","DNTTIP1","0.98 (0.97 0.99)","1.58E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000272914","RNAseq","AL359532.1","0.98 (0.96 0.99)","1.65E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000197872","RNAseq","FAM49A","1.02 (1.01 1.04)","1.70E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000099995","RNAseq","SF3A1","1.02 (1.01 1.04)","1.71E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000243753","RNAseq","","1.02 (1.01 1.04)","1.82E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000095139","RNAseq","ARCN1","1.02 (1.01 1.04)","1.94E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000141627","RNAseq","DYM","0.98 (0.97 0.99)","2.05E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000279700","RNAseq","AC131212.2","0.98 (0.97 0.99)","2.08E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000112701","RNAseq","SENP6","1.02 (1.01 1.04)","2.09E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000149084","RNAseq","HSD17B12","0.98 (0.97 0.99)","2.09E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000272602","RNAseq","ZNF595","0.98 (0.97 0.99)","2.24E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000103549","RNAseq","RNF40","0.98 (0.97 0.99)","2.25E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000261371","RNAseq","PECAM1","1.02 (1.01 1.04)","2.25E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000066455","RNAseq","GOLGA5","0.98 (0.97 0.99)","2.46E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000117676","RNAseq","RPS6KA1","0.98 (0.97 0.99)","2.49E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000165949","RNAseq","IFI27","0.98 (0.97 0.99)","2.57E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000119401","RNAseq","TRIM32","0.98 (0.97 0.99)","2.57E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000111275","RNAseq","ALDH2","0.98 (0.97 0.99)","2.57E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000006015","RNAseq","REX1BD","1.02 (1.01 1.04)","2.59E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000198933","RNAseq","TBKBP1","0.98 (0.97 0.99)","2.65E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000011028","RNAseq","MRC2","1.02 (1.01 1.04)","2.65E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000204308","RNAseq","RNF5","1.02 (1.01 1.03)","2.67E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000185591","RNAseq","SP1","1.02 (1.01 1.03)","2.67E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000183655","RNAseq","KLHL25","1.02 (1.01 1.03)","2.67E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000120437","RNAseq","ACAT2","0.98 (0.97 0.99)","2.67E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000116663","RNAseq","FBXO6","1.02 (1.01 1.03)","2.72E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000008869","RNAseq","HEATR5B","1.02 (1.01 1.04)","2.79E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000137411","RNAseq","VARS2","1.02 (1.01 1.04)","2.88E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000196724","RNAseq","ZNF418","0.98 (0.97 0.99)","2.90E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000124116","RNAseq","WFDC3","0.98 (0.97 0.99)","2.95E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000171385","RNAseq","KCND3","0.98 (0.97 0.99)","2.98E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000139323","RNAseq","POC1B","0.98 (0.97 0.99)","3.04E-2"
